iter,train_loss,train_err,dev_loss,dev_err
1,0.022525591532058499,0.12069135802469136,0.02291475065566323,0.12459259259259259
2,0.01894091320037343,0.10281481481481482,0.01945203311579612,0.10651851851851851
3,0.017247330140193567,0.09397530864197531,0.017841687401419063,0.09911111111111111
4,0.016120376876548864,0.08691358024691358,0.016782491849044578,0.09377777777777778
5,0.015256938032083537,0.08241975308641976,0.015976750471366003,0.08896296296296297
6,0.014545880964949113,0.07849382716049383,0.015316043995442591,0.08474074074074074
7,0.013935803770752599,0.07508641975308641,0.014750753368613234,0.08133333333333333
8,0.013399101421650525,0.07209876543209877,0.014254477648407485,0.07792592592592593
9,0.012919198604373136,0.0694074074074074,0.013811453217146431,0.07585185185185185
10,0.012485202444923403,0.06713580246913581,0.013411358332363213,0.07325925925925926
11,0.012089410438161122,0.06488888888888888,0.013046923697699758,0.0714074074074074
12,0.011726056735721004,0.06279012345679012,0.012712738054176893,0.07
13,0.011390638138145717,0.060814814814814815,0.01240460565380227,0.06851851851851852
14,0.011079528548767047,0.059555555555555556,0.012119175624091575,0.06688888888888889
15,0.010789745118454652,0.05792592592592593,0.011853713777937917,0.06503703703703703
16,0.010518797688057035,0.056617283950617284,0.011605953586560169,0.06355555555555556
17,0.010264585639436467,0.05506172839506173,0.011373993525564228,0.06207407407407407
18,0.01002532302240729,0.05402469135802469,0.011156222957329348,0.060592592592592594
19,0.0097994817337256276,0.05288888888888889,0.010951266508191686,0.059925925925925924
20,0.0095857471089851043,0.05167901234567901,0.010757941093503533,0.05925925925925926
21,0.009382982544919552,0.05037037037037037,0.010575222022896359,0.05851851851851852
22,0.0091902009067156842,0.04940740740740741,0.010402215884769856,0.057555555555555554
23,0.0090065411315366425,0.048469135802469136,0.010238138650851962,0.056666666666666664
24,0.0088312488841531395,0.04745679012345679,0.010082297901385597,0.055407407407407405
25,0.008663660440981243,0.046691358024691355,0.0099340783636127084,0.05466666666666667
26,0.0085031892033876153,0.04565432098765432,0.0097929301411458589,0.05385185185185185
27,0.0083493143902763061,0.045037037037037035,0.0096583591302563335,0.05311111111111111
28,0.0082015715559919794,0.04424691358024691,0.009529919201402828,0.052148148148148145
29,0.0080595446427781641,0.043382716049382715,0.0094072057907464146,0.051111111111111114
30,0.0079228593221562903,0.042444444444444444,0.0092898506071361717,0.05037037037037037
31,0.0077911774152547289,0.04133333333333333,0.0091775172175986887,0.049777777777777775
32,0.0076641922124959187,0.040518518518518516,0.0090698973270519432,0.049185185185185186
33,0.0075416245397557317,0.03995061728395062,0.0089667076131202013,0.048518518518518516
34,0.0074232194416942038,0.039135802469135804,0.0088676870128245999,0.04762962962962963
35,0.0073087433736923101,0.038641975308641975,0.0087725943843883804,0.04703703703703704
36,0.0071979818119611433,0.038,0.0086812064856126962,0.046592592592592595
37,0.0070907372071580196,0.03728395061728395,0.00859331622216177,0.04622222222222222
38,0.0069868272204741027,0.03666666666666667,0.0085087311267353343,0.04533333333333334
39,0.0068860831927833295,0.036,0.0084272720352573782,0.04466666666666667
40,0.0067883488071976313,0.03553086419753086,0.0083487719301810499,0.0442962962962963
41,0.0066934789133903895,0.03491358024691358,0.0082730749245472721,0.04377777777777778
42,0.0066013384884979869,0.034395061728395064,0.008200035363891146,0.043333333333333335
43,0.0065118017144876143,0.03387654320987654,0.0081295170265177283,0.04325925925925926
44,0.0064247511558359598,0.033555555555555554,0.008061392405974855,0.04281481481481481
45,0.006340077024377529,0.033234567901234566,0.0079955420626052678,0.04259259259259259
46,0.0062576765204915364,0.03276543209876543,0.0079318540337430209,0.042
47,0.0061774532415282309,0.03214814814814815,0.0078702232943699355,0.041555555555555554
48,0.0060993166497058954,0.031753086419753086,0.0078105512618579708,0.04148148148148148
49,0.0060231815927253227,0.031358024691358025,0.0077527453398179638,0.04103703703703704
50,0.0059489678711772097,0.030839506172839506,0.0076967184971195859,0.04066666666666666
